generation,trial,p,propertyType,property
19,42,0.55,c,1.0
19,42,0.55,e,1.0
18,42,0.55,b,0.001953125
18,42,0.55,a,0.0
18,42,0.55,s,0.9912109375
18,42,0.55,c,0.9876673893696668
18,42,0.55,e,0.9911367161533348
17,42,0.55,b,0.0
17,42,0.55,a,0.0
17,42,0.55,s,1.0
17,42,0.55,c,1.0
17,42,0.55,e,1.0
16,42,0.55,b,0.0
16,42,0.55,a,0.0
16,42,0.55,s,1.0
16,42,0.55,c,1.0
16,42,0.55,e,1.0
15,42,0.55,b,0.0
15,42,0.55,a,0.0
15,42,0.55,s,1.0
15,42,0.55,c,1.0
15,42,0.55,e,1.0
14,42,0.55,b,0.0
14,42,0.55,a,0.0
14,42,0.55,s,0.9990234375
14,42,0.55,c,1.0
14,42,0.55,e,1.0
13,42,0.55,b,0.0
13,42,0.55,a,0.0
13,42,0.55,s,0.9990234375
13,42,0.55,c,1.0
13,42,0.55,e,0.9990151906837038
12,42,0.55,b,0.0
12,42,0.55,a,0.0
12,42,0.55,s,0.9814453125
12,42,0.55,c,1.0
12,42,0.55,e,1.0
11,42,0.55,b,0.0
11,42,0.55,a,0.0
11,42,0.55,s,0.9677734375
11,42,0.55,c,0.9823582005466256
11,42,0.55,e,0.9812886229903734
10,42,0.55,b,0.0
10,42,0.55,a,0.0
10,42,0.55,s,0.9677734375
10,42,0.55,c,0.9910468534902742
10,42,0.55,e,0.9862126695718542
9,42,0.55,b,0.0
9,42,0.55,a,0.0
9,42,0.55,s,0.7275390625
9,42,0.55,c,0.978357131362771
9,42,0.55,e,0.9793190043577812
8,42,0.55,b,0.00390625
8,42,0.55,a,0.005859375
8,42,0.55,s,0.7373046875
8,42,0.55,c,0.7864883522711121
8,42,0.55,e,0.753797670925967
7,42,0.55,b,0.0
7,42,0.55,a,0.0
7,42,0.55,s,1.0
7,42,0.55,c,1.0
7,42,0.55,e,1.0
6,42,0.55,b,0.0
6,42,0.55,a,0.0
