generation,trial,p,propertyType,property
1,10,0.9,s,1.0
20,9,0.9,b,0.0
20,9,0.9,a,1.0
20,9,0.9,s,0.998046875
19,9,0.9,b,0.0
19,9,0.9,a,0.998046875
19,9,0.9,s,0.998046875
18,9,0.9,b,0.0
18,9,0.9,a,1.0
18,9,0.9,s,1.0
17,9,0.9,b,0.0
17,9,0.9,a,1.0
17,9,0.9,s,1.0
16,9,0.9,b,0.0
16,9,0.9,a,1.0
16,9,0.9,s,1.0
15,9,0.9,b,0.0
15,9,0.9,a,1.0
15,9,0.9,s,1.0
14,9,0.9,b,0.0
14,9,0.9,a,1.0
14,9,0.9,s,0.99609375
13,9,0.9,b,0.0
13,9,0.9,a,0.99609375
13,9,0.9,s,0.99609375
12,9,0.9,b,0.0
12,9,0.9,a,1.0
12,9,0.9,s,1.0
11,9,0.9,b,0.0
11,9,0.9,a,1.0
11,9,0.9,s,1.0
10,9,0.9,b,0.0
10,9,0.9,a,1.0
10,9,0.9,s,1.0
9,9,0.9,b,0.0
9,9,0.9,a,1.0
9,9,0.9,s,1.0
8,9,0.9,b,0.0
8,9,0.9,a,1.0
8,9,0.9,s,1.0
7,9,0.9,b,0.0
7,9,0.9,a,1.0
7,9,0.9,s,1.0
6,9,0.9,b,0.0
6,9,0.9,a,1.0
6,9,0.9,s,1.0
5,9,0.9,b,0.0
5,9,0.9,a,1.0
5,9,0.9,s,1.0
4,9,0.9,b,0.0
4,9,0.9,a,1.0
4,9,0.9,s,1.0
3,9,0.9,b,0.0
3,9,0.9,a,1.0
3,9,0.9,s,1.0
2,9,0.9,b,0.0
2,9,0.9,a,1.0
2,9,0.9,s,0.90625
1,9,0.9,b,0.09375
1,9,0.9,a,0.90625
1,9,0.9,s,1.0
20,8,0.9,b,0.0
20,8,0.9,a,1.0
20,8,0.9,s,1.0
19,8,0.9,b,0.0
19,8,0.9,a,1.0
19,8,0.9,s,0.994140625
18,8,0.9,b,0.0
18,8,0.9,a,0.994140625
18,8,0.9,s,0.9921875
17,8,0.9,b,0.0
17,8,0.9,a,0.998046875
17,8,0.9,s,0.998046875
16,8,0.9,b,0.0
16,8,0.9,a,1.0
16,8,0.9,s,1.0
15,8,0.9,b,0.0
15,8,0.9,a,1.0
15,8,0.9,s,1.0
14,8,0.9,b,0.0
14,8,0.9,a,1.0
14,8,0.9,s,1.0
13,8,0.9,b,0.0
13,8,0.9,a,1.0
13,8,0.9,s,1.0
12,8,0.9,b,0.0
12,8,0.9,a,1.0
12,8,0.9,s,1.0
11,8,0.9,b,0.0
11,8,0.9,a,1.0
11,8,0.9,s,1.0
10,8,0.9,b,0.0
10,8,0.9,a,1.0
10,8,0.9,s,1.0
9,8,0.9,b,0.0
9,8,0.9,a,1.0
9,8,0.9,s,1.0
8,8,0.9,b,0.0
8,8,0.9,a,1.0
8,8,0.9,s,1.0
7,8,0.9,b,0.0
7,8,0.9,a,1.0
7,8,0.9,s,1.0
6,8,0.9,b,0.0
6,8,0.9,a,1.0
6,8,0.9,s,1.0
5,8,0.9,b,0.0
5,8,0.9,a,1.0
5,8,0.9,s,1.0
4,8,0.9,b,0.0
4,8,0.9,a,1.0
4,8,0.9,s,0.984375
3,8,0.9,b,0.0
3,8,0.9,a,0.984375
3,8,0.9,s,0.974609375
2,8,0.9,b,0.0
2,8,0.9,a,0.962890625
2,8,0.9,s,0.875
1,8,0.9,b,0.09375
1,8,0.9,a,0.90625
1,8,0.9,s,1.0
20,7,0.9,b,0.0
20,7,0.9,a,1.0
20,7,0.9,s,1.0
19,7,0.9,b,0.0
19,7,0.9,a,1.0
19,7,0.9,s,1.0
18,7,0.9,b,0.0
18,7,0.9,a,1.0
18,7,0.9,s,1.0
17,7,0.9,b,0.0
17,7,0.9,a,1.0
17,7,0.9,s,0.998046875
16,7,0.9,b,0.0
16,7,0.9,a,0.998046875
16,7,0.9,s,0.998046875
15,7,0.9,b,0.0
15,7,0.9,a,1.0
15,7,0.9,s,0.998046875
14,7,0.9,b,0.0
